actual,predicted,residual
2700,3966.8843,-1266.88427734375
9995,15983.477,-5988.4765625
24300,18054.018,6245.982421875
43999,46767.992,-2768.9921875
1000,3343.9155,-2343.91552734375
11900,12656.873,-756.873046875
11613,10868.269,744.7314453125
42900,42097.824,802.17578125
15990,29477.373,-13487.373046875
11900,13441.834,-1541.833984375
3500,6001.4976,-2501.49755859375
42999,23575.77,19423.23046875
17991,32578.062,-14587.0625
39990,40776.266,-786.265625
42990,46966.066,-3976.06640625
4999,5432.1206,-433.12060546875
3995,9225.639,-5230.638671875
29590,27798.775,1791.224609375
9700,8127.4414,1572.55859375
17890,26203.828,-8313.828125
31977,19983.7,11993.30078125
6400,6603.233,-203.23291015625
3000,4649.724,-1649.72412109375
67995,44614.4,23380.6015625
6000,7272.2153,-1272.21533203125
7500,10859.878,-3359.8779296875
13000,3440.1467,9559.853271484375
27000,30014.129,-3014.12890625
15995,14079.004,1915.99609375
8217,8210.089,6.9111328125
9900,9631.461,268.5390625
37988,41218.832,-3230.83203125
30590,30919.564,-329.564453125
21500,10232.0,11268.0
32998,30295.658,2702.341796875
6499,5335.5757,1163.42431640625
4900,1664.5286,3235.471435546875
27990,28403.762,-413.76171875
19900,19475.475,424.525390625
29990,29906.592,83.408203125
3999,3583.1826,415.8173828125
2800,5971.4126,-3171.41259765625
18646,21001.502,-2355.501953125
25990,24983.156,1006.84375
26995,36916.895,-9921.89453125
11982,19674.564,-7692.564453125
51995,39116.996,12878.00390625
19990,21278.3,-1288.30078125
30990,32369.799,-1379.798828125
13848,20928.084,-7080.083984375
37590,37638.26,-48.26171875
44999,23756.367,21242.6328125
29990,30721.816,-731.81640625
8000,10229.723,-2229.72265625
27900,28010.727,-110.7265625
7999,5024.906,2974.09423828125
86999,77620.73,9378.2734375
19250,19563.45,-313.44921875
13500,12222.583,1277.4169921875
25000,26982.555,-1982.5546875
8250,5343.7,2906.2998046875
13500,12222.583,1277.4169921875
9995,5871.1396,4123.8603515625
28590,28392.424,197.576171875
29590,29543.646,46.353515625
8900,8747.161,152.8388671875
8500,8903.934,-403.93359375
3990,4960.223,-970.22314453125
35990,33284.004,2705.99609375
25990,28356.04,-2366.0390625
1000,1797.1388,-797.1387939453125
4981,6223.462,-1242.4619140625
33990,34176.777,-186.77734375
19999,11953.604,8045.396484375
800,28497.36,-27697.359375
5300,5653.1646,-353.16455078125
6500,6653.795,-153.794921875
7999,7048.1387,950.861328125
32990,32373.809,616.19140625
18995,20795.168,-1800.16796875
21998,26044.21,-4046.2109375
39000,30119.422,8880.578125
15777,11553.925,4223.0751953125
13995,6697.8057,7297.1943359375
8999,9039.505,-40.5048828125
12999,12819.6455,179.3544921875
17133,17355.508,-222.5078125
23000,19362.62,3637.380859375
10995,9882.078,1112.921875
10999,14998.364,-3999.3642578125
30990,30794.889,195.111328125
4200,4758.3525,-558.3525390625
16795,14060.057,2734.943359375
28977,23918.66,5058.33984375
6997,6299.079,697.9208984375
17995,17527.691,467.30859375
2000,4975.266,-2975.26611328125
18999,17352.02,1646.98046875
6990,15180.591,-8190.5908203125
19900,15097.326,4802.673828125
12321,13461.915,-1140.9150390625
21590,22523.742,-933.7421875
35997,23247.545,12749.455078125
26888,41760.953,-14872.953125
47999,47958.055,40.9453125
5495,11785.404,-6290.404296875
4981,6223.462,-1242.4619140625
16000,15218.85,781.150390625
10995,10223.731,771.2685546875
29990,30050.47,-60.470703125
21900,20069.816,1830.18359375
7998,7314.2417,683.75830078125
19550,11719.004,7830.99609375
1600,3381.2144,-1781.21435546875
5800,6289.4526,-489.45263671875
8900,10413.646,-1513.646484375
19389,24681.299,-5292.298828125
5295,8145.52,-2850.52001953125
18603,17267.158,1335.841796875
7995,10419.301,-2424.30078125
64995,66848.31,-1853.3125
7900,11534.406,-3634.40625
12995,25596.527,-12601.52734375
3795,4196.8013,-401.80126953125
8890,5926.4478,2963.55224609375
12500,11581.395,918.60546875
11000,10462.505,537.4951171875
55995,38535.35,17459.6484375
69995,65298.668,4696.33203125
17882,60648.01,-42766.01171875
12500,20053.262,-7553.26171875
27990,27858.707,131.29296875
29900,29481.379,418.62109375
27990,27185.762,804.23828125
13950,20738.244,-6788.244140625
21595,25556.803,-3961.802734375
13500,8980.687,4519.3134765625
15250,18528.389,-3278.388671875
6200,22427.98,-16227.98046875
9999,8711.425,1287.5751953125
19389,24681.299,-5292.298828125
13488,14954.354,-1466.353515625
11995,12814.212,-819.2119140625
24998,23079.73,1918.26953125
15995,12919.952,3075.0478515625
31995,30315.074,1679.92578125
14995,14636.225,358.775390625
82999,78186.945,4812.0546875
2300,3746.5417,-1446.541748046875
4999,6698.153,-1699.15283203125
15995,15182.269,812.7314453125
13990,14288.425,-298.4248046875
6000,6459.813,-459.81298828125
4995,10721.92,-5726.919921875
7100,4336.805,2763.19482421875
2200,2103.5444,96.45556640625
39999,30130.316,9868.68359375
27000,10607.48,16392.51953125
24990,24848.527,141.47265625
6495,12834.022,-6339.0224609375
26995,24665.246,2329.75390625
10000,11567.224,-1567.2236328125
9900,8820.024,1079.9755859375
37995,35318.316,2676.68359375
26990,33003.445,-6013.4453125
33500,31659.732,1840.267578125
9500,7672.739,1827.26123046875
45000,46851.07,-1851.0703125
8000,5418.1763,2581.82373046875
7200,6391.532,808.4677734375
20988,21065.627,-77.626953125
19995,18549.637,1445.36328125
9990,9129.175,860.8251953125
9500,10804.657,-1304.6572265625
41291,37021.957,4269.04296875
7995,8074.266,-79.26611328125
33990,36037.105,-2047.10546875
10999,6742.5547,4256.4453125
16590,16535.314,54.685546875
9900,11531.708,-1631.7080078125
9995,9940.041,54.958984375
8999,10306.524,-1307.5244140625
11999,16518.031,-4519.03125
9900,9229.784,670.2158203125
40999,33725.08,7273.921875
48888,47489.43,1398.5703125
54900,53316.734,1583.265625
9995,11384.795,-1389.794921875
8900,8829.74,70.259765625
17500,30289.227,-12789.2265625
35000,21059.695,13940.3046875
9995,8382.128,1612.8720703125
43998,36193.25,7804.75
37990,32298.146,5691.853515625
3750,5291.211,-1541.2109375
12900,19223.982,-6323.982421875
4495,4206.5913,288.40869140625
5999,8742.978,-2743.9775390625
29590,29543.646,46.353515625
4499,4587.906,-88.90576171875
52950,48145.605,4804.39453125
29000,33142.926,-4142.92578125
64995,66848.31,-1853.3125
6995,7372.5625,-377.5625
33995,17766.049,16228.951171875
31999,22483.035,9515.96484375
21995,23508.64,-1513.640625
38990,35527.1,3462.8984375
16589,14411.055,2177.9453125
14990,15507.167,-517.1669921875
13900,13814.132,85.8681640625
21989,19191.34,2797.66015625
36998,27950.078,9047.921875
10901,8540.411,2360.5888671875
15995,34561.047,-18566.046875
36995,35115.9,1879.1015625
11488,8564.786,2923.2138671875
13900,16741.059,-2841.05859375
31795,24359.537,7435.462890625
11000,16424.467,-5424.466796875
8999,8397.305,601.6953125
7350,10654.915,-3304.9150390625
5990,7150.9243,-1160.92431640625
30590,30267.062,322.9375
54258,42099.58,12158.421875
13990,14457.577,-467.5771484375
51999,49825.535,2173.46484375
26907,20017.26,6889.740234375
12989,13017.247,-28.2470703125
34990,34936.363,53.63671875
34995,29078.768,5916.232421875
12995,15654.288,-2659.2880859375
34499,25443.838,9055.162109375
43995,43936.24,58.76171875
30995,26217.834,4777.166015625
49981,24190.166,25790.833984375
8990,9561.697,-571.697265625
6800,6726.0786,73.92138671875
28950,14834.232,14115.767578125
7900,5076.495,2823.5048828125
36990,34677.547,2312.453125
14900,17200.314,-2300.314453125
49999,48275.676,1723.32421875
2000,4757.5845,-2757.58447265625
9950,10954.679,-1004.6787109375
36999,36223.582,775.41796875
36990,34742.957,2247.04296875
11985,12855.987,-870.9873046875
34995,33929.133,1065.8671875
18900,20092.496,-1192.49609375
13265,11880.6045,1384.3955078125
613,24962.893,-24349.892578125
16990,14108.494,2881.505859375
3500,3795.952,-295.951904296875
6995,6687.9463,307.0537109375
10990,12780.38,-1790.3798828125
24500,20583.877,3916.123046875
34995,33787.14,1207.859375
35990,36109.38,-119.37890625
14595,11982.831,2612.1689453125
6200,7510.7593,-1310.75927734375
5000,9226.681,-4226.6806640625
14674,14760.97,-86.9697265625
3500,2568.1626,931.83740234375
19995,20378.1,-383.099609375
38900,37894.383,1005.6171875
16500,14953.565,1546.4345703125
9995,14188.433,-4193.4326171875
28950,14834.232,14115.767578125
14995,14731.358,263.6416015625
4995,5944.708,-949.7080078125
41998,38260.113,3737.88671875
14495,17607.217,-3112.216796875
37731,19025.508,18705.4921875
1700,2898.9248,-1198.9248046875
22999,11770.515,11228.4853515625
10995,11881.388,-886.3876953125
14995,11798.821,3196.1787109375
8472,8616.705,-144.705078125
17900,12313.016,5586.984375
16999,19280.814,-2281.814453125
27990,28403.762,-413.76171875
7900,10318.462,-2418.4619140625
9894,6185.7217,3708.2783203125
44079,37360.348,6718.65234375
4900,8106.1626,-3206.16259765625
560,30885.635,-30325.634765625
5995,7013.225,-1018.22509765625
5800,6585.3438,-785.34375
65999,60659.918,5339.08203125
34974,28339.848,6634.15234375
9499,10272.31,-773.3095703125
11180,10448.252,731.748046875
37995,45412.277,-7417.27734375
14800,12076.625,2723.375
14700,14912.028,-212.0283203125
24500,23182.22,1317.779296875
68995,67801.414,1193.5859375
9750,25987.582,-16237.58203125
7900,5169.4897,2730.51025390625
27495,28011.092,-516.091796875
6780,9426.138,-2646.1376953125
52900,50695.53,2204.46875
26590,24288.072,2301.927734375
26990,29011.055,-2021.0546875
9990,9129.175,860.8251953125
40900,31353.938,9546.0625
48999,43035.43,5963.5703125
2000,5830.4004,-3830.400390625
22590,22197.285,392.71484375
27995,26069.785,1925.21484375
10495,9822.798,672.2021484375
1500,6758.4644,-5258.46435546875
3900,4254.945,-354.94482421875
1500,952.11566,547.8843383789062
3999,7082.1787,-3083.1787109375
34999,34615.246,383.75390625
18399,14380.39,4018.6103515625
5300,7732.367,-2432.3671875
19500,19765.033,-265.033203125
28900,24450.896,4449.103515625
29950,22216.324,7733.67578125
9442,9304.975,137.025390625
2950,3913.8713,-963.871337890625
8000,9620.778,-1620.7783203125
14399,32576.81,-18177.810546875
30988,28976.463,2011.537109375
6800,7926.8013,-1126.80126953125
9000,7705.521,1294.47900390625
23690,17500.287,6189.712890625
29990,27504.283,2485.716796875
20990,18384.506,2605.494140625
23990,11401.303,12588.697265625
3400,3168.592,231.407958984375
44997,35230.3,9766.69921875
8999,8328.487,670.5126953125
22912,23605.451,-693.451171875
7680,5508.375,2171.625
16995,11061.068,5933.931640625
16400,40885.145,-24485.14453125
35952,22456.879,13495.12109375
15460,15970.475,-510.474609375
11988,12230.112,-242.1123046875
1800,5163.2715,-3363.271484375
38590,37205.72,1384.28125
26990,26899.658,90.341796875
12891,15399.746,-2508.74609375
12500,16544.504,-4044.50390625
19194,29159.791,-9965.791015625
21470,22922.46,-1452.4609375
7000,8108.8633,-1108.86328125
4200,5779.8057,-1579.8056640625
25000,27645.746,-2645.74609375
2500,5557.346,-3057.34619140625
21990,22046.717,-56.716796875
2000,5425.6104,-3425.6103515625
4950,5820.584,-870.583984375
33998,32928.273,1069.7265625
10000,7312.682,2687.31787109375
9500,8367.761,1132.2392578125
27990,27976.336,13.6640625
16500,9526.584,6973.416015625
17995,19058.52,-1063.51953125
12000,9256.082,2743.91796875
26999,24968.824,2030.17578125
24777,25364.121,-587.12109375
5499,7448.963,-1949.962890625
19800,14189.155,5610.8447265625
21995,23097.129,-1102.12890625
27291,25265.363,2025.63671875
14990,9885.68,5104.3203125
6799,5632.368,1166.6318359375
29999,27561.08,2437.919921875
17800,19770.55,-1970.55078125
6900,8082.0444,-1182.04443359375
4000,2899.3594,1100.640625
6950,5309.0913,1640.90869140625
8250,8165.5356,84.46435546875
25990,25909.225,80.775390625
8000,7616.6743,383.32568359375
8249,7541.0415,707.95849609375
22990,22971.9,18.099609375
26995,28658.502,-1663.501953125
25900,13713.74,12186.259765625
13999,11545.654,2453.345703125
59999,48521.816,11477.18359375
10375,8274.037,2100.962890625
7072,16614.137,-9542.13671875
13981,13350.527,630.47265625
12765,9031.962,3733.0380859375
27661,23212.29,4448.7109375
17951,27200.209,-9249.208984375
47590,47745.656,-155.65625
13797,17238.83,-3441.830078125
27990,27976.336,13.6640625
12995,26023.969,-13028.96875
13900,14834.091,-934.0908203125
6500,11583.074,-5083.07421875
6995,5417.541,1577.458984375
2900,4272.901,-1372.90087890625
15995,10116.314,5878.685546875
48995,47475.484,1519.515625
2700,6265.1646,-3565.16455078125
7495,7123.833,371.1669921875
8788,15875.384,-7087.3837890625
4750,6952.506,-2202.505859375
25590,21243.486,4346.513671875
6200,6033.5376,166.46240234375
9900,13412.692,-3512.6923828125
6943,9814.032,-2871.0322265625
10999,4047.17,6951.830078125
18495,25966.986,-7471.986328125
31990,31689.129,300.87109375
13900,15885.601,-1985.6005859375
9442,9304.975,137.025390625
56999,58918.98,-1919.98046875
1800,2869.5544,-1069.554443359375
13888,9989.331,3898.6689453125
25995,26506.672,-511.671875
15999,12457.75,3541.25
9500,12449.477,-2949.4765625
31580,28288.602,3291.3984375
10900,16006.127,-5106.126953125
48880,43195.76,5684.23828125
8990,7398.85,1591.14990234375
2800,10627.181,-7827.1806640625
10990,8193.196,2796.8037109375
13499,14243.012,-744.01171875
5999,6384.646,-385.64599609375
29900,31415.566,-1515.56640625
26990,26899.658,90.341796875
11950,14780.524,-2830.5244140625
7995,2272.9714,5722.028564453125
6450,13481.413,-7031.4130859375
13500,9866.4375,3633.5625
15990,20207.354,-4217.353515625
6995,4813.8984,2181.1015625
3400,4523.2886,-1123.28857421875
15990,23641.676,-7651.67578125
10950,12350.252,-1400.251953125
11995,12508.267,-513.2666015625
47900,31770.123,16129.876953125
18990,12541.001,6448.9990234375
29990,29906.592,83.408203125
13700,16581.916,-2881.916015625
8990,14186.705,-5196.705078125
5600,7457.746,-1857.74609375
4500,4596.4556,-96.45556640625
3995,4815.247,-820.2470703125
8495,15879.886,-7384.8857421875
6800,4749.1416,2050.8583984375
27000,25145.69,1854.310546875
15590,15874.801,-284.80078125
27990,27749.107,240.892578125
17696,34782.83,-17086.828125
3999,18451.459,-14452.458984375
14900,18623.68,-3723.6796875
11995,11181.976,813.0244140625
22900,17956.258,4943.7421875
16900,15674.331,1225.6689453125
15999,17862.293,-1863.29296875
24900,18633.236,6266.763671875
63995,62751.92,1243.078125
30539,29937.838,601.162109375
7980,8607.319,-627.3193359375
4795,5831.2466,-1036.24658203125
25990,27108.07,-1118.0703125
18988,12355.988,6632.01171875
35590,35312.73,277.26953125
8995,11266.296,-2271.2958984375
12995,16222.111,-3227.111328125
19990,25235.918,-5245.91796875
4000,10217.785,-6217.78515625
9500,8025.4165,1474.58349609375
15984,12326.545,3657.455078125
14995,16695.334,-1700.333984375
54995,50862.188,4132.8125
5499,6385.7886,-886.78857421875
35990,26187.197,9802.802734375
7997,8639.108,-642.1083984375
17990,22609.48,-4619.48046875
40590,40556.77,33.23046875
9910,7898.988,2011.01220703125
11500,12367.436,-867.435546875
6950,8450.904,-1500.904296875
26590,24288.072,2301.927734375
14977,20811.94,-5834.939453125
34850,21273.82,13576.1796875
6495,7857.859,-1362.85888671875
8990,9561.697,-571.697265625
13700,8956.944,4743.0556640625
38590,38672.848,-82.84765625
9999,11673.603,-1674.6025390625
13980,11606.657,2373.3427734375
3500,3806.7673,-306.767333984375
13990,15681.932,-1691.931640625
18450,10942.773,7507.2265625
515,29094.607,-28579.607421875
11785,9543.547,2241.453125
10995,8086.8696,2908.13037109375
8500,5994.3555,2505.64453125
20988,18445.916,2542.083984375
8988,5802.889,3185.11083984375
35990,35465.54,524.4609375
5500,6397.464,-897.4638671875
51500,51370.062,129.9375
10700,8858.67,1841.330078125
75000,74315.836,684.1640625
19800,17985.602,1814.3984375
26900,23235.104,3664.896484375
4000,6540.292,-2540.2919921875
35990,36435.918,-445.91796875
10450,9060.425,1389.5751953125
10695,13296.526,-2601.5263671875
46095,32471.533,13623.466796875
15789,19791.854,-4002.853515625
15588,15359.813,228.1865234375
1500,9932.299,-8432.298828125
5500,3831.2566,1668.743408203125
28900,21975.225,6924.775390625
4700,6218.606,-1518.60595703125
17995,18149.318,-154.318359375
17990,21051.799,-3061.798828125
32990,31361.596,1628.404296875
18995,21734.047,-2739.046875
35985,30350.197,5634.802734375
76999,70925.76,6073.2421875
2650,2323.2256,326.7744140625
12995,11086.644,1908.3564453125
7500,6005.7236,1494.2763671875
12995,13668.5,-673.5
21950,25888.484,-3938.484375
29900,11207.92,18692.080078125
21995,26975.965,-4980.96484375
7350,7900.5977,-550.59765625
5500,4264.3135,1235.6865234375
23298,23308.24,-10.240234375
3000,1799.269,1200.73095703125
9995,8679.388,1315.6123046875
18633,10141.941,8491.05859375
14695,13266.131,1428.869140625
16990,24211.943,-7221.943359375
10995,15382.429,-4387.4287109375
5500,10503.379,-5003.37890625
6999,6049.932,949.06787109375
36590,33909.047,2680.953125
3800,15107.63,-11307.6298828125
1500,4220.671,-2720.6708984375
8891,14676.311,-5785.310546875
35335,32359.604,2975.396484375
13999,11856.752,2142.248046875
32500,20560.803,11939.197265625
3800,5507.9927,-1707.99267578125
7995,9010.048,-1015.0478515625
12000,17897.191,-5897.19140625
11498,10914.485,583.5146484375
33590,30878.002,2711.998046875
27990,28403.762,-413.76171875
6500,8088.8975,-1588.8974609375
10500,19967.588,-9467.587890625
12800,11721.589,1078.4111328125
17500,11073.956,6426.0439453125
8700,8889.243,-189.2431640625
44999,38953.035,6045.96484375
5995,12183.986,-6188.986328125
44989,37967.156,7021.84375
17299,13830.035,3468.96484375
36000,34217.91,1782.08984375
7295,6696.133,598.8671875
7500,8245.148,-745.1484375
20900,17362.262,3537.73828125
14988,19795.498,-4807.498046875
4295,6036.0303,-1741.0302734375
37999,37304.93,694.0703125
23995,15054.13,8940.8701171875
37500,33926.24,3573.76171875
4990,8518.632,-3528.6318359375
30988,28976.463,2011.537109375
37990,30244.875,7745.125
26990,26899.658,90.341796875
15900,13353.862,2546.1376953125
16995,15667.858,1327.1416015625
4600,5619.2935,-1019.29345703125
9500,15657.051,-6157.05078125
3500,4652.44,-1152.43994140625
6800,8637.327,-1837.3271484375
4500,5452.8506,-952.8505859375
