actual,predicted,residual
77981,63997.72,13983.28125
13995,21402.336,-7407.3359375
7495,11764.022,-4269.0224609375
10600,13468.747,-2868.7470703125
3900,9524.582,-5624.58203125
22990,28680.422,-5690.421875
43999,34404.37,9594.62890625
29998,28728.79,1269.2109375
4900,6565.7534,-1665.75341796875
7850,9578.322,-1728.322265625
23999,18583.596,5415.404296875
27900,19894.236,8005.763671875
7200,7497.967,-297.966796875
27990,27958.795,31.205078125
25999,31114.727,-5115.7265625
28900,25211.129,3688.87109375
7995,7643.3784,351.62158203125
16500,35198.637,-18698.63671875
7900,9261.069,-1361.0693359375
16499,19484.238,-2985.23828125
25995,29635.746,-3640.74609375
14595,7102.434,7492.56591796875
32900,31824.299,1075.701171875
4200,4792.071,-592.07080078125
6995,12429.689,-5434.689453125
11950,12466.561,-516.560546875
8699,8116.17,582.830078125
10660,10745.149,-85.1494140625
5000,5555.7256,-555.7255859375
12495,12374.204,120.7958984375
19995,21927.438,-1932.4375
14977,13056.257,1920.7431640625
26421,20869.824,5551.17578125
8999,11484.497,-2485.4970703125
4499,5953.1465,-1454.146484375
13395,12135.419,1259.5810546875
15000,26476.865,-11476.865234375
3500,4715.94,-1215.93994140625
2500,3644.6562,-1144.65625
14900,13450.166,1449.833984375
54900,34993.676,19906.32421875
44894,45971.258,-1077.2578125
9900,11886.02,-1986.01953125
24590,21953.93,2636.0703125
25495,23530.566,1964.43359375
46995,46168.73,826.26953125
11900,17586.557,-5686.556640625
20990,18366.986,2623.013671875
10995,10393.805,601.1953125
3495,4480.2705,-985.2705078125
6300,10516.923,-4216.9228515625
5950,4417.501,1532.4990234375
35590,33887.02,1702.98046875
29990,29957.742,32.2578125
22990,23475.566,-485.56640625
10995,6120.815,4874.18505859375
5000,13836.498,-8836.498046875
6500,9972.007,-3472.0068359375
11995,7689.812,4305.18798828125
6495,4573.2217,1921.7783203125
19999,23227.32,-3228.3203125
22990,22468.018,521.982421875
15490,22645.707,-7155.70703125
38999,29621.44,9377.560546875
10820,11118.61,-298.6103515625
5995,5903.9863,91.013671875
30590,30181.955,408.044921875
26995,26928.959,66.041015625
26990,15449.05,11540.9501953125
26990,31094.252,-4104.251953125
4000,8469.02,-4469.01953125
39990,40718.543,-728.54296875
5650,4415.284,1234.7158203125
17900,18748.354,-848.353515625
9500,8415.746,1084.25390625
23839,23001.365,837.634765625
12990,10032.246,2957.75390625
1600,1780.1174,-180.117431640625
5987,5638.873,348.126953125
39995,29603.38,10391.619140625
65999,59965.375,6033.625
16000,10626.303,5373.697265625
7995,10876.586,-2881.5859375
12990,13584.654,-594.654296875
11250,8487.795,2762.205078125
18800,17296.047,1503.953125
44888,45112.258,-224.2578125
34590,33997.105,592.89453125
47447,39950.863,7496.13671875
4500,3613.7961,886.203857421875
22000,12674.533,9325.466796875
58995,54822.445,4172.5546875
7488,6679.696,808.30419921875
34500,28136.508,6363.4921875
16995,13269.106,3725.8935546875
11999,12175.828,-176.828125
22999,14277.244,8721.755859375
18513,18182.5,330.5
23995,18420.35,5574.650390625
14882,19101.5,-4219.5
19900,13352.884,6547.1162109375
15590,21262.395,-5672.39453125
2000,17592.137,-15592.13671875
20990,23249.9,-2259.900390625
39999,34697.664,5301.3359375
3950,4771.733,-821.73291015625
5500,7822.184,-2322.18408203125
16995,17303.71,-308.7109375
6995,8097.0054,-1102.00537109375
29990,31278.928,-1288.927734375
12990,16108.076,-3118.076171875
3977,4195.0083,-218.00830078125
19590,26474.494,-6884.494140625
4900,4814.829,85.1708984375
21767,12908.217,8858.783203125
24620,23131.098,1488.90234375
33980,41818.688,-7838.6875
14850,16833.73,-1983.73046875
17590,23964.834,-6374.833984375
1800,6721.679,-4921.67919921875
11995,14004.206,-2009.2060546875
17990,19296.822,-1306.822265625
39999,42538.805,-2539.8046875
39995,25937.9,14057.099609375
24995,24834.88,160.119140625
9500,12301.72,-2801.7197265625
7300,7320.412,-20.412109375
20988,17703.12,3284.880859375
6000,14573.233,-8573.2333984375
9000,9870.266,-870.265625
27990,23342.682,4647.318359375
18498,16099.71,2398.2900390625
14995,16001.159,-1006.1591796875
78995,68152.01,10842.9921875
2500,9577.497,-7077.4970703125
8599,8998.801,-399.80078125
3750,7627.186,-3877.18603515625
47977,37212.434,10764.56640625
14000,7014.651,6985.34912109375
12899,16431.754,-3532.75390625
21895,33322.203,-11427.203125
2499,6631.977,-4132.97705078125
14999,15596.533,-597.533203125
6995,8980.092,-1985.091796875
12590,12761.414,-171.4140625
13995,11326.387,2668.61328125
4995,8545.008,-3550.0078125
14995,10255.342,4739.658203125
21420,18591.465,2828.53515625
5995,9699.48,-3704.48046875
5997,5960.7764,36.2236328125
18990,15092.576,3897.423828125
4990,4128.174,861.826171875
23977,24027.771,-50.771484375
3995,2653.623,1341.376953125
4995,7311.9653,-2316.96533203125
7900,7618.7227,281.27734375
5800,11014.579,-5214.5791015625
11900,7998.6655,3901.33447265625
20990,18708.63,2281.369140625
5300,5871.029,-571.02880859375
23395,23724.713,-329.712890625
16959,16204.78,754.2197265625
7995,10892.87,-2897.8701171875
6799,6536.66,262.33984375
9485,9375.769,109.2314453125
10950,10182.501,767.4990234375
6977,9273.098,-2296.09765625
2700,3836.4263,-1136.42626953125
9995,15853.838,-5858.837890625
24300,17223.834,7076.166015625
43999,45636.98,-1637.98046875
1000,3171.7375,-2171.737548828125
11900,12432.985,-532.9853515625
11613,10948.422,664.578125
42900,41967.664,932.3359375
15990,30607.627,-14617.626953125
11900,13417.242,-1517.2421875
3500,5563.923,-2063.9228515625
42999,24819.084,18179.916015625
17991,35155.215,-17164.21484375
39990,40511.457,-521.45703125
42990,46161.367,-3171.3671875
4999,5320.236,-321.23583984375
3995,8614.304,-4619.3037109375
29590,27787.332,1802.66796875
9700,8504.262,1195.73828125
17890,25511.992,-7621.9921875
31977,20148.334,11828.666015625
6400,6349.5796,50.42041015625
3000,4431.0254,-1431.025390625
67995,54204.504,13790.49609375
6000,5954.2603,45.73974609375
7500,10982.138,-3482.1376953125
13000,11814.718,1185.2822265625
27000,31098.66,-4098.66015625
15995,13694.619,2300.380859375
8217,8853.077,-636.0771484375
9900,9420.216,479.7841796875
37988,41379.38,-3391.37890625
30590,30584.484,5.515625
21500,10418.785,11081.21484375
32998,31904.496,1093.50390625
6499,5003.2285,1495.771484375
4900,1464.0343,3435.9656982421875
27990,28345.87,-355.869140625
19900,19664.514,235.486328125
29990,29957.742,32.2578125
3999,3759.0447,239.955322265625
2800,5977.823,-3177.8232421875
18646,21885.354,-3239.353515625
25990,25333.05,656.94921875
26995,32870.258,-5875.2578125
11982,25894.693,-13912.693359375
51995,38151.293,13843.70703125
19990,21081.238,-1091.23828125
30990,32543.383,-1553.3828125
13848,20856.158,-7008.158203125
37590,37836.777,-246.77734375
44999,23844.59,21154.41015625
29990,31278.928,-1288.927734375
8000,11101.711,-3101.7109375
27900,27702.145,197.85546875
7999,5467.6455,2531.3544921875
86999,80879.71,6119.2890625
19250,21832.502,-2582.501953125
13500,11537.655,1962.3447265625
25000,28069.277,-3069.27734375
8250,5823.5454,2426.45458984375
13500,11537.655,1962.3447265625
9995,5871.471,4123.52880859375
28590,28588.086,1.9140625
29590,29446.0,144.0
8900,8596.754,303.24609375
8500,8742.925,-242.9248046875
3990,4509.449,-519.44921875
35990,32979.965,3010.03515625
25990,26880.133,-890.1328125
1000,1998.4081,-998.4080810546875
4981,5822.2446,-841.24462890625
33990,34168.117,-178.1171875
19999,11593.786,8405.2138671875
800,32396.008,-31596.0078125
5300,4806.9233,493.07666015625
6500,6469.179,30.82080078125
7999,7145.118,853.8818359375
32990,31823.145,1166.85546875
18995,17667.477,1327.5234375
21998,24934.096,-2936.095703125
39000,32861.52,6138.48046875
15777,11725.92,4051.080078125
13995,7102.434,6892.56591796875
8999,8740.547,258.453125
12999,12756.271,242.728515625
17133,17927.1,-794.099609375
23000,18736.512,4263.48828125
10995,9567.195,1427.8046875
10999,15237.433,-4238.4326171875
30990,30492.305,497.6953125
4200,4966.7017,-766.70166015625
16795,13809.363,2985.63671875
28977,25597.271,3379.728515625
6997,6010.8027,986.197265625
17995,18052.285,-57.28515625
2000,3706.8503,-1706.850341796875
18999,16852.893,2146.107421875
6990,14540.643,-7550.642578125
19900,16310.327,3589.6728515625
12321,13520.77,-1199.76953125
21590,21922.66,-332.66015625
35997,24340.797,11656.203125
26888,41699.125,-14811.125
47999,48174.07,-175.0703125
5495,11535.948,-6040.9482421875
4981,5822.2446,-841.24462890625
16000,16229.55,-229.5498046875
10995,10006.0205,988.9794921875
29990,29977.338,12.662109375
21900,19282.139,2617.861328125
7998,7536.023,461.97705078125
19550,12210.358,7339.6416015625
1600,3375.6252,-1775.625244140625
5800,6534.6343,-734.63427734375
8900,10465.929,-1565.9287109375
19389,24573.238,-5184.23828125
5295,8699.244,-3404.244140625
18603,16645.996,1957.00390625
7995,9695.107,-1700.107421875
64995,66527.47,-1532.46875
7900,10244.157,-2344.1572265625
12995,26463.676,-13468.67578125
3795,4106.5474,-311.54736328125
8890,6195.33,2694.669921875
12500,8799.234,3700.765625
11000,13093.458,-2093.4580078125
55995,40402.555,15592.4453125
69995,65651.63,4343.3671875
17882,65949.734,-48067.734375
12500,18002.84,-5502.83984375
27990,27958.795,31.205078125
29900,28732.361,1167.638671875
27990,27032.232,957.767578125
13950,20455.049,-6505.048828125
21595,25800.088,-4205.087890625
13500,8792.685,4707.3154296875
15250,16918.828,-1668.828125
6200,23586.234,-17386.234375
9999,9859.875,139.125
19389,24573.238,-5184.23828125
13488,14946.249,-1458.2490234375
11995,13907.959,-1912.958984375
24998,22255.164,2742.8359375
15995,12580.871,3414.12890625
31995,30268.914,1726.0859375
14995,14494.094,500.90625
82999,77964.7,5034.296875
2300,3596.565,-1296.56494140625
4999,6426.8203,-1427.8203125
15995,17536.182,-1541.181640625
13990,14423.609,-433.609375
6000,6181.542,-181.5419921875
4995,11145.883,-6150.8828125
7100,4068.5234,3031.4765625
2200,2153.2263,46.773681640625
39999,30442.334,9556.666015625
27000,10555.955,16444.044921875
24990,25195.768,-205.767578125
6495,13778.043,-7283.04296875
26995,22862.457,4132.54296875
10000,11820.237,-1820.2373046875
9900,8806.534,1093.4658203125
37995,35018.934,2976.06640625
26990,31094.252,-4104.251953125
33500,31608.73,1891.26953125
9500,7908.8257,1591.17431640625
45000,50372.504,-5372.50390625
8000,5460.9937,2539.00634765625
7200,6356.2773,843.72265625
20988,21641.318,-653.318359375
19995,19207.193,787.806640625
9990,10046.516,-56.515625
9500,11367.217,-1867.216796875
41291,37012.926,4278.07421875
7995,7639.67,355.330078125
33990,36163.707,-2173.70703125
10999,6681.3677,4317.63232421875
16590,16091.868,498.1318359375
9900,9561.678,338.322265625
9995,9500.3955,494.6044921875
8999,10211.893,-1212.892578125
11999,16357.155,-4358.1552734375
9900,9095.909,804.0908203125
40999,32551.09,8447.91015625
48888,47855.176,1032.82421875
54900,52222.65,2677.3515625
9995,11160.526,-1165.5263671875
8900,9360.397,-460.3974609375
17500,31311.229,-13811.228515625
35000,21984.396,13015.603515625
9995,9158.86,836.1396484375
43998,34913.19,9084.80859375
37990,32178.004,5811.99609375
3750,4991.6074,-1241.607421875
12900,20269.27,-7369.26953125
4495,3714.6653,780.334716796875
5999,9159.035,-3160.03515625
29590,29446.0,144.0
4499,4662.701,-163.701171875
52950,48141.07,4808.9296875
29000,31564.31,-2564.310546875
64995,66527.47,-1532.46875
6995,6696.498,298.501953125
33995,17026.555,16968.4453125
31999,22907.922,9091.078125
21995,24360.773,-2365.7734375
38990,36615.703,2374.296875
16589,10741.343,5847.6572265625
14990,15471.702,-481.7021484375
13900,13444.966,455.0341796875
21989,19968.77,2020.23046875
36998,27373.441,9624.55859375
10901,8118.7144,2782.28564453125
15995,34636.324,-18641.32421875
36995,35440.543,1554.45703125
11488,8660.56,2827.4404296875
13900,14591.664,-691.6640625
31795,28096.773,3698.2265625
11000,16152.202,-5152.2021484375
8999,8228.305,770.6953125
7350,12770.59,-5420.58984375
5990,6728.2485,-738.24853515625
30590,30339.326,250.673828125
54258,42317.95,11940.05078125
13990,12920.846,1069.154296875
51999,50496.32,1502.6796875
26907,16677.568,10229.431640625
12989,12768.639,220.361328125
34990,35235.297,-245.296875
34995,27392.836,7602.1640625
12995,15073.456,-2078.4560546875
34499,25472.785,9026.21484375
43995,43950.598,44.40234375
30995,27438.812,3556.1875
49981,31425.07,18555.9296875
8990,9393.446,-403.4462890625
6800,6185.3486,614.6513671875
28950,14759.415,14190.5849609375
7900,5056.74,2843.259765625
36990,35990.957,999.04296875
14900,22222.277,-7322.27734375
49999,48954.87,1044.12890625
2000,4750.956,-2750.9560546875
9950,11031.903,-1081.9033203125
36999,37722.523,-723.5234375
36990,33668.746,3321.25390625
11985,12287.682,-302.681640625
34995,34585.11,409.890625
18900,18315.203,584.796875
13265,12658.751,606.2490234375
613,27756.773,-27143.7734375
16990,13854.853,3135.1474609375
3500,2463.5579,1036.442138671875
6995,7058.5874,-63.58740234375
10990,12580.128,-1590.1279296875
24500,21161.787,3338.212890625
34995,33634.277,1360.72265625
35990,35618.816,371.18359375
14595,11939.35,2655.650390625
6200,7026.4624,-826.46240234375
5000,8967.5205,-3967.5205078125
14674,14851.69,-177.6904296875
3500,2988.5896,511.410400390625
19995,19531.506,463.494140625
38900,37283.688,1616.3125
16500,17662.912,-1162.912109375
9995,12942.799,-2947.798828125
28950,14759.415,14190.5849609375
14995,14980.467,14.533203125
4995,6281.846,-1286.84619140625
41998,37898.43,4099.5703125
14495,18031.385,-3536.384765625
37731,23128.408,14602.591796875
1700,2357.0222,-657.022216796875
22999,12116.55,10882.4501953125
10995,11317.034,-322.0341796875
14995,9627.9,5367.099609375
8472,8163.581,308.4189453125
17900,13291.964,4608.0361328125
16999,19433.975,-2434.974609375
27990,28345.87,-355.869140625
7900,9103.028,-1203.0283203125
9894,6442.345,3451.65478515625
44079,38759.473,5319.52734375
4900,8074.7046,-3174.70458984375
560,31644.08,-31084.080078125
5995,7300.4585,-1305.45849609375
5800,5818.7896,-18.78955078125
65999,59965.375,6033.625
34974,27990.576,6983.423828125
9499,14436.599,-4937.5986328125
11180,10679.42,500.580078125
37995,45470.344,-7475.34375
14800,11635.469,3164.53125
14700,14892.982,-192.982421875
24500,22528.32,1971.6796875
68995,68406.78,588.21875
9750,24946.113,-15196.11328125
7900,5823.8906,2076.109375
27495,29657.418,-2162.41796875
6780,9530.99,-2750.990234375
52900,51189.03,1710.96875
26590,24663.97,1926.029296875
26990,28794.633,-1804.6328125
9990,10046.516,-56.515625
40900,30753.502,10146.498046875
48999,41699.46,7299.5390625
2000,5410.563,-3410.56298828125
22590,21978.232,611.767578125
27995,25554.506,2440.494140625
10495,10339.606,155.3935546875
1500,6441.3096,-4941.3095703125
3900,4181.9253,-281.92529296875
1500,1164.5927,335.4073486328125
3999,4790.542,-791.5419921875
34999,34729.1,269.8984375
18399,16261.164,2137.8359375
5300,7970.7285,-2670.728515625
19500,20147.965,-647.96484375
28900,25310.598,3589.40234375
29950,21107.092,8842.908203125
9442,8753.592,688.408203125
2950,5159.735,-2209.73486328125
8000,9145.492,-1145.4921875
14399,28989.354,-14590.353515625
30988,28425.43,2562.5703125
6800,6805.4346,-5.4345703125
9000,8851.129,148.87109375
23690,17762.928,5927.072265625
29990,27085.408,2904.591796875
20990,18708.63,2281.369140625
23990,12163.041,11826.958984375
3400,3216.4724,183.527587890625
44997,36442.156,8554.84375
8999,8293.038,705.9619140625
22912,23891.14,-979.140625
7680,4913.37,2766.6298828125
16995,11874.816,5120.18359375
16400,40679.797,-24279.796875
35952,22900.354,13051.646484375
15460,15199.954,260.0458984375
11988,11672.207,315.79296875
1800,5128.414,-3328.4140625
38590,36976.742,1613.2578125
26990,26929.889,60.111328125
12891,14125.279,-1234.279296875
12500,14331.669,-1831.6689453125
19194,28875.877,-9681.876953125
21470,22206.512,-736.51171875
7000,7913.0605,-913.060546875
4200,6138.011,-1938.01123046875
25000,26016.021,-1016.021484375
2500,5503.4414,-3003.44140625
21990,21900.691,89.30859375
2000,7880.644,-5880.64404296875
4950,6082.5815,-1132.58154296875
33998,32594.984,1403.015625
10000,7035.265,2964.73486328125
9500,9388.708,111.2919921875
27990,28029.008,-39.0078125
16500,9953.991,6546.0087890625
17995,16883.994,1111.005859375
12000,9598.129,2401.87109375
26999,25005.416,1993.583984375
24777,25591.207,-814.20703125
5499,7782.0396,-2283.03955078125
19800,17426.592,2373.408203125
21995,22557.092,-562.091796875
27291,25460.953,1830.046875
14990,13482.03,1507.9697265625
6799,5251.2104,1547.78955078125
29999,27253.19,2745.810546875
17800,20421.586,-2621.5859375
6900,8539.922,-1639.921875
4000,3119.6692,880.330810546875
6950,5181.76,1768.240234375
8250,8025.85,224.14990234375
25990,25514.352,475.6484375
8000,6447.601,1552.39892578125
8249,7313.0894,935.91064453125
22990,22768.77,221.23046875
26995,30157.44,-3162.439453125
25900,14027.202,11872.7978515625
13999,12470.028,1528.9716796875
59999,45336.664,14662.3359375
10375,8331.581,2043.4189453125
7072,15709.999,-8637.9990234375
13981,15214.649,-1233.6494140625
12765,10328.435,2436.5654296875
27661,23823.059,3837.94140625
17951,27259.852,-9308.8515625
47590,47499.996,90.00390625
13797,18003.195,-4206.1953125
27990,28029.008,-39.0078125
12995,26845.088,-13850.087890625
13900,15280.89,-1380.8896484375
6500,11568.051,-5068.05078125
6995,5217.81,1777.18994140625
2900,4005.7434,-1105.743408203125
15995,10743.916,5251.083984375
48995,44966.266,4028.734375
2700,6344.8228,-3644.82275390625
7495,7480.7725,14.2275390625
8788,16697.004,-7909.00390625
4750,6742.9536,-1992.95361328125
25590,21879.24,3710.759765625
6200,5973.3203,226.6796875
9900,12310.725,-2410.724609375
6943,10815.608,-3872.6083984375
10999,4349.854,6649.14599609375
18495,26816.87,-8321.869140625
31990,31616.535,373.46484375
13900,14432.892,-532.8916015625
9442,8753.592,688.408203125
56999,58847.164,-1848.1640625
1800,2554.374,-754.3740234375
13888,10097.664,3790.3359375
25995,22673.668,3321.33203125
15999,14768.386,1230.6142578125
9500,12567.493,-3067.4931640625
31580,24309.965,7270.03515625
10900,16187.382,-5287.3818359375
48880,44853.652,4026.34765625
8990,7203.742,1786.2578125
2800,9761.956,-6961.9560546875
10990,9626.538,1363.4619140625
13499,13913.2705,-414.2705078125
5999,6815.049,-816.048828125
29900,30890.734,-990.734375
26990,26929.889,60.111328125
11950,15790.23,-3840.23046875
7995,2575.1104,5419.8896484375
6450,13002.545,-6552.544921875
13500,9856.117,3643.8828125
15990,20995.156,-5005.15625
6995,4233.645,2761.35498046875
3400,4275.9155,-875.91552734375
15990,21871.13,-5881.130859375
10950,12575.08,-1625.080078125
11995,12325.556,-330.5556640625
47900,36441.098,11458.90234375
18990,12674.533,6315.466796875
29990,29957.742,32.2578125
13700,16283.569,-2583.5693359375
8990,14622.325,-5632.3251953125
5600,7651.6436,-2051.6435546875
4500,4232.1777,267.822265625
3995,4955.3735,-960.37353515625
8495,14516.183,-6021.1826171875
6800,5068.4644,1731.53564453125
27000,24511.113,2488.88671875
15590,16075.315,-485.3154296875
27990,28196.85,-206.849609375
17696,33297.777,-15601.77734375
3999,19745.955,-15746.955078125
14900,17992.771,-3092.771484375
11995,10837.512,1157.48828125
22900,18970.338,3929.662109375
16900,16169.027,730.97265625
15999,16359.823,-360.8232421875
24900,18666.764,6233.236328125
63995,63044.152,950.84765625
30539,30233.594,305.40625
7980,7741.5977,238.40234375
4795,5604.3535,-809.353515625
25990,26288.791,-298.791015625
18988,14801.184,4186.81640625
35590,35649.754,-59.75390625
8995,10796.683,-1801.6826171875
12995,16637.053,-3642.052734375
19990,27260.527,-7270.52734375
4000,10426.143,-6426.142578125
9500,7875.2847,1624.71533203125
15984,11995.799,3988.201171875
14995,17986.32,-2991.3203125
54995,47247.805,7747.1953125
5499,6379.0854,-880.08544921875
35990,27655.863,8334.13671875
7997,10008.021,-2011.021484375
17990,23398.527,-5408.52734375
40590,40655.367,-65.3671875
9910,8301.075,1608.9248046875
11500,11558.878,-58.8779296875
6950,8137.4976,-1187.49755859375
26590,24663.97,1926.029296875
14977,19670.34,-4693.33984375
34850,22262.484,12587.515625
6495,7720.3228,-1225.32275390625
8990,9393.446,-403.4462890625
13700,8855.63,4844.3701171875
38590,38786.562,-196.5625
9999,10100.561,-101.560546875
13980,11231.596,2748.404296875
3500,3551.5437,-51.543701171875
13990,16571.09,-2581.08984375
18450,11604.646,6845.353515625
515,28621.232,-28106.232421875
11785,9315.66,2469.33984375
10995,7998.6655,2996.33447265625
8500,5624.4985,2875.50146484375
20988,17797.227,3190.7734375
8988,5596.9937,3391.00634765625
35990,35568.727,421.2734375
5500,6598.9253,-1098.92529296875
51500,51631.984,-131.984375
10700,9841.316,858.68359375
75000,74698.67,301.328125
19800,17211.521,2588.478515625
26900,23720.922,3179.078125
4000,5951.333,-1951.3330078125
35990,36583.29,-593.2890625
10450,9896.465,553.53515625
10695,12631.655,-1936.6552734375
46095,30885.596,15209.404296875
15789,22623.35,-6834.349609375
15588,15140.761,447.2392578125
1500,10580.7,-9080.7001953125
5500,4308.199,1191.80078125
28900,22990.799,5909.201171875
4700,6272.16,-1572.16015625
17995,17456.943,538.056640625
17990,23988.803,-5998.802734375
32990,30816.59,2173.41015625
18995,22234.264,-3239.263671875
35985,30809.264,5175.736328125
76999,73748.81,3250.1875
2650,2334.7092,315.290771484375
12995,11115.435,1879.5654296875
7500,6000.8306,1499.16943359375
12995,13846.096,-851.095703125
21950,24310.082,-2360.08203125
29900,11135.534,18764.4658203125
21995,27773.305,-5778.3046875
7350,8244.0625,-894.0625
5500,4833.875,666.125
23298,22153.645,1144.35546875
3000,2204.7676,795.232421875
9995,9413.212,581.7880859375
18633,10144.347,8488.6533203125
14695,12959.598,1735.40234375
16990,23285.25,-6295.25
10995,14493.388,-3498.3876953125
5500,11677.013,-6177.0126953125
6999,6465.9453,533.0546875
36590,33844.426,2745.57421875
3800,14413.203,-10613.203125
1500,4467.431,-2967.43115234375
8891,15589.324,-6698.32421875
35335,30330.07,5004.9296875
13999,11247.549,2751.451171875
32500,20276.889,12223.111328125
3800,5310.933,-1510.93310546875
7995,8726.849,-731.8486328125
12000,19708.0,-7708.0
11498,10279.977,1218.0234375
33590,31099.834,2490.166015625
27990,28345.87,-355.869140625
6500,7702.4385,-1202.4384765625
10500,18081.07,-7581.0703125
12800,12054.694,745.3056640625
17500,11673.567,5826.4326171875
8700,9536.286,-836.2861328125
44999,38675.297,6323.703125
5995,11734.31,-5739.3095703125
44989,37199.8,7789.19921875
17299,13515.691,3783.30859375
36000,34914.56,1085.44140625
7295,5874.8867,1420.11328125
7500,8420.793,-920.79296875
20900,16624.03,4275.970703125
14988,19829.842,-4841.841796875
4295,5786.1333,-1491.13330078125
37999,37854.613,144.38671875
23995,16208.341,7786.6591796875
37500,34404.37,3095.62890625
4990,7621.091,-2631.0908203125
30988,28425.43,2562.5703125
37990,30046.95,7943.05078125
26990,26929.889,60.111328125
15900,13263.545,2636.455078125
16995,15299.48,1695.51953125
4600,5415.5464,-815.54638671875
9500,15144.99,-5644.990234375
3500,2963.574,536.426025390625
6800,7924.775,-1124.77490234375
4500,5070.237,-570.23681640625
22590,22557.959,32.041015625
2595,3413.3047,-818.3046875
24995,23313.158,1681.841796875
6995,4459.6333,2535.36669921875
